name,change,opt
Холодец,f,f
Паштет,f,f
Заливное,f,f
Студень,f,f
Шашлык,f,f
Колбаски мясные,f,f
Копченое мясо,f,f
Колбаса,f,f
Ветчина,f,f
Сосиски,f,f
Сардельки,f,f
Шпикачки,f,f
