name,change,opt
Чипсы,f,f
Чипсы злаковые,f,f
Чипсы мясные,f,f
Чипсы кукурузные,f,f
Начос,f,f
Попкорн,f,f
Сухарики,f,f
Гренки,f,f
Кукурузные палочки,f,f
Сушки,f,f
Соломка,f,f
Хлебные палочки,f,f
Сухари сладкие,f,f
Хлебцы,f,f
Водоросли нори,f,f
