name,change,opt
Хлопья,f,f
Мюсли,f,f
Сух. завтрак Подушечки,f,f
Сух. завтрак Шарики,f,f
Сух. завтрак Колечки,f,f
Сух. завтрак Гранола,f,f
Рис,f,f
БП Каша,f,f
БП Лапша,f,f
БП Суп,f,f
БП Пюре,f,f
