name,change,opt
Вино,f,f
Игристое вино,f,f
Шампанское,f,f
Коньяк,f,f
Виски,f,f
Бурбон,f,f
Ром,f,f
Водка,f,f
Абсент,f,f
Самогон,f,f
Пиво,f,f
Сидр,f,f
Медовуха,f,f
Текила,f,f
Настойка,f,f
Джин,f,f
Бренди,f,f
Ликёр,f,f
Вермут,f,f
Бальзам(алк.),f,f
