name,change,opt
Разрыхлитель,f,f
Сода пищевая,f,f
Дрожжи,f,f
Ванилин,f,f
Ванильный сахар,f,f
Кислота лимонная,f,f
Пудра сахарная,f,f
Крахмал,f,f
Мак кондитерский,f,f
Какао-порошок,f,f
Желатин,f,f
Кисель,f,f
Молоко сухое,f,f
Загуститель для сливок,f,f
Коржи для торта,f,f
Глазурь шоколадная,f,f
Глазурь,f,f
Посыпка кондитерская,f,f
